age,meals_per_day,exercise_level,bmr,carbs,proteins,fats,calories
23,2,1,2006.25,344.824,137.93,91.953,2758.593
26,3,0,1177.75,176.662,70.665,47.11,1413.298
21,3,1,1581.25,271.777,108.711,72.474,2174.218
18,3,0,1507.75,226.162,90.465,60.31,1809.298
24,2,0,1875.0,281.25,112.5,75.0,2250.0
30,3,0,1670.25,250.538,100.215,66.81,2004.302
25,3,0,1361.25,204.188,81.675,54.45,1633.502
47,4,0,1241.5,186.225,74.49,49.66,1489.8
29,4,0,1544.0,231.6,92.64,61.76,1852.8
28,4,0,1557.75,233.662,93.465,62.31,1869.298
23,2,1,1528.75,262.754,105.102,70.068,2102.036
19,3,0,1485.25,222.788,89.115,59.41,1782.302
22,3,0,1496.25,224.438,89.775,59.85,1795.502
39,3,0,1360.0,204.0,81.6,54.4,1632.0
38,4,0,1945.0,291.75,116.7,77.8,2334.0
20,3,1,1735.0,298.203,119.281,79.521,2385.625
26,2,1,1359.0,233.578,93.431,62.287,1868.619
22,3,2,1716.25,332.523,133.009,88.673,2660.185
21,2,0,1461.25,219.188,87.675,58.45,1753.502
28,2,0,1555.0,233.25,93.3,62.2,1866.0
22,3,2,1515.0,293.531,117.413,78.275,2348.251
20,2,2,1530.25,296.486,118.594,79.063,2371.887
18,3,0,1639.0,245.85,98.34,65.56,1966.8
23,3,0,1561.25,234.188,93.675,62.45,1873.502
42,3,0,1337.75,200.662,80.265,53.51,1605.298
25,2,1,1210.25,208.012,83.205,55.47,1664.098
20,2,2,1958.75,379.508,151.803,101.202,3036.062
25,2,0,1365.25,204.788,81.915,54.61,1638.302
21,2,3,1252.75,270.124,108.05,72.033,2160.993
24,3,0,1635.0,245.25,98.1,65.4,1962.0
22,2,1,1102.75,189.535,75.814,50.543,1516.283
25,3,0,1368.75,205.312,82.125,54.75,1642.498
22,2,0,1270.25,190.538,76.215,50.81,1524.302
24,2,1,1487.75,255.707,102.283,68.189,2045.661
30,3,0,1836.25,275.438,110.175,73.45,2203.502
43,3,2,1580.0,306.125,122.45,81.633,2448.997
25,2,0,1432.75,214.912,85.965,57.31,1719.298
21,2,0,1481.25,222.188,88.875,59.25,1777.502
23,4,0,1424.0,213.6,85.44,56.96,1708.8
21,2,0,1703.75,255.562,102.225,68.15,2044.498
23,2,0,1411.25,211.688,84.675,56.45,1693.502
30,3,0,1207.75,181.162,72.465,48.31,1449.298
24,3,0,1656.25,248.438,99.375,66.25,1987.502
30,3,0,1986.25,297.938,119.175,79.45,2383.502
20,3,0,1376.25,206.438,82.575,55.05,1651.502
27,3,0,1674.0,251.1,100.44,66.96,2008.8
22,2,0,1891.25,283.688,113.475,75.65,2269.502
22,2,1,1516.25,260.605,104.242,69.495,2084.843
22,4,0,1310.25,196.538,78.615,52.41,1572.302
22,3,1,1495.25,256.996,102.798,68.532,2055.964
25,2,0,1648.75,247.312,98.925,65.95,1978.498
28,4,0,1249.0,187.35,74.94,49.96,1498.8
21,2,4,1205.25,286.247,114.499,76.332,2289.972
37,3,0,1142.75,171.412,68.565,45.71,1371.298
22,3,1,1986.25,341.387,136.555,91.036,2731.092
18,3,0,1189.0,178.35,71.34,47.56,1426.8
47,3,0,1199.0,179.85,71.94,47.96,1438.8
24,3,0,2016.25,302.438,120.975,80.65,2419.502
24,3,0,1150.25,172.538,69.015,46.01,1380.302
25,3,0,1554.0,233.1,93.24,62.16,1864.8
26,3,0,1406.25,210.938,84.375,56.25,1687.502
26,4,0,1547.75,232.162,92.865,61.91,1857.298
22,2,0,1159.0,173.85,69.54,46.36,1390.8
25,2,0,1248.75,187.312,74.925,49.95,1498.498
22,3,3,1531.5,330.23,132.092,88.061,2641.837
21,3,0,1440.0,216.0,86.4,57.6,1728.0
27,3,0,2041.25,306.188,122.475,81.65,2449.502
22,4,2,1826.25,353.836,141.534,94.356,2830.684
24,3,2,1493.75,289.414,115.766,77.177,2315.313
25,2,0,1172.75,175.912,70.365,46.91,1407.298
22,2,1,1607.5,276.289,110.516,73.677,2210.313
22,3,0,1689.0,253.35,101.34,67.56,2026.8
27,4,2,1632.5,316.297,126.519,84.346,2530.378
22,2,0,1409.0,211.35,84.54,56.36,1690.8
18,3,0,1343.75,201.562,80.625,53.75,1612.498
28,2,0,1795.0,269.25,107.7,71.8,2154.0
15,2,4,1420.0,337.25,134.9,89.933,2697.997
